_id,﻿,SDATE,HOLIDAY,CELEBRATION,STOREID,PRODUCTID,LOW_TEMP,HIGH_TEMP,SKY,ENTRY,EXIT,ONSALE,COVID19,TARGET
6093a6d4e3b5f44c89d7dd56,180,2019/06/30,Y,週日,12,141691,26℃,30℃,小雨~阴,85637,92367,Y,0,39.645
6093a6d4e3b5f44c89d7dd57,181,2019/07/01,N,0,12,141691,26℃,29℃,阴,83637,89654,Y,0,23.925
6093a6d4e3b5f44c89d7dd58,182,2019/07/02,N,0,12,141691,26℃,30℃,中雨~小雨,76616,82908,Y,0,21.346
6093a6d4e3b5f44c89d7dd59,183,2019/07/03,N,0,12,141691,26℃,29℃,中雨~阴,76876,83223,Y,0,19.627
6093a6d4e3b5f44c89d7dd5a,184,2019/07/04,N,0,12,141691,26℃,30℃,小雨~阴,81672,85754,Y,0,15.833
6093a6d4e3b5f44c89d7dd5b,185,2019/07/05,N,0,12,141691,26℃,30℃,阴,84321,87051,Y,0,15.497
6093a6d4e3b5f44c89d7dd5c,186,2019/07/06,Y,週六,12,141691,26℃,30℃,阴,85843,90559,Y,0,31.007
6093a6d4e3b5f44c89d7dd5d,187,2019/07/07,Y,週日,12,141691,25℃,30℃,阴,83399,92097,Y,0,28.85
6093a6d4e3b5f44c89d7dd5e,188,2019/07/08,N,0,12,141691,26℃,30℃,阴,77858,82554,Y,0,14.936
6093a6d4e3b5f44c89d7dd5f,189,2019/07/09,N,0,12,141691,26℃,30℃,阴,79887,85844,Y,0,21.51
6093a6d4e3b5f44c89d7dd60,190,2019/07/10,N,0,12,141691,26℃,31℃,阴,75408,83380,Y,0,15.105
6093a6d4e3b5f44c89d7dd61,191,2019/07/11,N,0,12,141691,25℃,29℃,中雨~多云,80274,84369,Y,0,11.49
6093a6d4e3b5f44c89d7dd62,192,2019/07/12,N,0,12,141691,25℃,30℃,阴~多云,81468,89719,Y,0,17.17
6093a6d4e3b5f44c89d7dd63,193,2019/07/13,Y,週六,12,141691,26℃,31℃,阴,88670,94148,Y,0,34.252
6093a6d4e3b5f44c89d7dd64,194,2019/07/14,Y,週日,12,141691,25℃,30℃,阴,86265,93893,Y,0,43.787
6093a6d4e3b5f44c89d7dd65,195,2019/07/15,N,0,12,141691,25℃,30℃,阴~多云,79931,91601,Y,0,26.543
6093a6d4e3b5f44c89d7dd66,196,2019/07/16,N,0,12,141691,26℃,30℃,多云,76876,86055,Y,0,22.725
6093a6d4e3b5f44c89d7dd67,197,2019/07/17,N,0,12,141691,26℃,30℃,小雨,75561,83782,Y,0,30.021
6093a6d4e3b5f44c89d7dd68,198,2019/07/18,N,0,12,141691,26℃,29℃,中雨~小雨,80031,82254,Y,0,18.401
6093a6d4e3b5f44c89d7dd69,199,2019/07/19,N,0,12,141691,26℃,31℃,阴,85288,88444,Y,0,15.551
6093a6d4e3b5f44c89d7dd6a,200,2019/07/20,Y,週六,12,141691,26℃,30℃,阴,85964,85221,N,0,37.217
6093a6d4e3b5f44c89d7dd6b,201,2019/07/21,Y,週日,12,141691,26℃,30℃,中雨~小雨,84392,88114,Y,0,31.62
6093a6d4e3b5f44c89d7dd6c,202,2019/07/22,N,0,12,141691,25℃,30℃,中雨~多云,85409,89748,Y,0,17.128
6093a6d4e3b5f44c89d7dd6d,203,2019/07/23,N,0,12,141691,26℃,30℃,小雨~多云,73581,75183,Y,0,20.082
6093a6d4e3b5f44c89d7dd6e,204,2019/07/24,N,0,12,141691,26℃,29℃,阴~多云,76229,76622,Y,0,28.127
6093a6d4e3b5f44c89d7dd6f,205,2019/07/25,N,0,12,141691,26℃,30℃,阴~多云,89425,83446,Y,0,15.036
6093a6d4e3b5f44c89d7dd70,206,2019/07/26,N,0,12,141691,25℃,30℃,小雨~多云,85619,80271,Y,0,23.18
6093a6d4e3b5f44c89d7dd71,207,2019/07/27,Y,週六,12,141691,25℃,30℃,中雨~多云,89578,79408,Y,0,35.264
6093a6d4e3b5f44c89d7dd72,208,2019/07/28,Y,週日,12,141691,25℃,29℃,小雨~多云,90909,86856,Y,0,45.486
6093a6d4e3b5f44c89d7dd73,209,2019/07/29,N,0,12,141691,25℃,31℃,多云,83236,81662,Y,0,24.106
6093a6d4e3b5f44c89d7dd74,210,2019/07/30,N,0,12,141691,26℃,31℃,多云,82388,78338,Y,0,19.608
6093a6d4e3b5f44c89d7dd75,211,2019/07/31,N,0,12,141691,25℃,31℃,多云,80138,78176,Y,0,13.6
6093a6d4e3b5f44c89d7dd76,212,2019/08/01,N,0,12,141691,25℃,30℃,多云,76933,73775,Y,0,15.323
6093a6d4e3b5f44c89d7dd77,213,2019/08/02,N,0,12,141691,25℃,30℃,多云,83784,77986,Y,0,24.553
6093a6d4e3b5f44c89d7dd78,214,2019/08/03,Y,週六,12,141691,25℃,30℃,多云,89977,83131,N,0,42.581
6093a6d4e3b5f44c89d7dd79,215,2019/08/04,Y,週日,12,141691,25℃,30℃,晴,94395,90844,Y,0,53.297
6093a6d4e3b5f44c89d7dd7a,216,2019/08/05,N,0,12,141691,26℃,30℃,多云,83844,81426,Y,0,31.772
6093a6d4e3b5f44c89d7dd7b,217,2019/08/06,N,0,12,141691,26℃,31℃,多云,80172,75911,Y,0,26.677
6093a6d4e3b5f44c89d7dd7c,218,2019/08/07,N,0,12,141691,26℃,30℃,小雨~中雨,89520,83339,Y,0,26.154
6093a6d4e3b5f44c89d7dd7d,219,2019/08/08,N,0,12,141691,27℃,30℃,大雨,84766,78157,N,0,30.057
6093a6d4e3b5f44c89d7dd7e,220,2019/08/09,N,0,12,141691,27℃,31℃,暴雨~阴,90495,83191,Y,0,66.264
6093a6d4e3b5f44c89d7dd7f,221,2019/08/10,Y,週六,12,141691,28℃,33℃,阴,94586,81841,Y,0,43.091
6093a6d4e3b5f44c89d7dd80,222,2019/08/11,Y,週日,12,141691,27℃,32℃,阴,92915,88685,Y,0,37.817
6093a6d4e3b5f44c89d7dd81,223,2019/08/12,N,0,12,141691,26℃,31℃,小雨~多云,86828,81584,Y,0,15.468
6093a6d4e3b5f44c89d7dd82,224,2019/08/13,N,0,12,141691,26℃,31℃,多云,81005,74570,Y,0,25.207
6093a6d4e3b5f44c89d7dd83,225,2019/08/14,N,0,12,141691,26℃,31℃,小雨~阴,85156,78659,Y,0,28.876
6093a6d4e3b5f44c89d7dd84,226,2019/08/15,N,中元節,12,141691,26℃,31℃,小雨~多云,80708,79232,Y,0,20.428
6093a6d4e3b5f44c89d7dd85,227,2019/08/16,N,0,12,141691,26℃,30℃,小雨~多云,87087,82390,Y,0,29.482
6093a6d4e3b5f44c89d7dd86,228,2019/08/17,Y,週六,12,141691,25℃,31℃,小雨~多云,88323,79167,Y,0,38.848
6093a6d4e3b5f44c89d7dd87,229,2019/08/18,Y,週日,12,141691,24℃,29℃,暴雨~大雨,89870,89576,Y,0,41.755
6093a6d4e3b5f44c89d7dd88,230,2019/08/19,N,0,12,141691,25℃,28℃,大雨~小雨,78586,77729,Y,0,38.325
6093a6d4e3b5f44c89d7dd89,231,2019/08/21,N,0,12,141691,26℃,29℃,小雨~多云,80793,82309,Y,0,17.201
6093a6d4e3b5f44c89d7dd8a,232,2019/08/22,N,0,12,141691,25℃,31℃,多云,73666,79460,Y,0,23.247
6093a6d4e3b5f44c89d7dd8b,233,2019/08/23,N,0,12,141691,26℃,31℃,多云~中雨,45340,51003,Y,0,24.998
6093a6d4e3b5f44c89d7dd8c,234,2019/08/24,Y,週六,12,141691,26℃,29℃,中雨~小雨,100087,94535,Y,0,43.19
6093a6d4e3b5f44c89d7dd8d,235,2019/08/25,Y,週日,12,141691,26℃,31℃,小雨~阴,94702,96428,Y,0,45.0
6093a6d4e3b5f44c89d7dd8e,236,2019/08/26,N,0,12,141691,25℃,30℃,阴~多云,79602,79372,Y,0,24.977
6093a6d4e3b5f44c89d7dd8f,237,2019/08/27,N,0,12,141691,26℃,31℃,多云,72213,81471,Y,0,23.795
6093a6d4e3b5f44c89d7dd90,238,2019/08/28,N,0,12,141691,26℃,31℃,多云,80123,86895,Y,0,21.915
6093a6d4e3b5f44c89d7dd91,239,2019/08/29,N,0,12,141691,25℃,31℃,多云~小雨,75631,83071,Y,0,15.758
6093a6d4e3b5f44c89d7dd92,240,2019/08/30,N,0,12,141691,25℃,29℃,中雨~阴,81908,95396,Y,0,10.958
6093a6d4e3b5f44c89d7dd93,241,2019/08/31,Y,週六,12,141691,25℃,30℃,多云,85842,89570,Y,0,39.218
6093a6d4e3b5f44c89d7dd94,242,2019/09/01,Y,週日,12,141691,26℃,30℃,多云,84440,95061,Y,0,40.024
6093a6d4e3b5f44c89d7dd95,243,2019/09/02,N,0,12,141691,25℃,30℃,多云~阴,82251,89439,Y,0,28.853
6093a6d4e3b5f44c89d7dd96,244,2019/09/03,N,軍人節,12,141691,25℃,30℃,多云~小雨,76750,82758,Y,0,26.181
6093a6d4e3b5f44c89d7dd97,245,2019/09/04,N,0,12,141691,25℃,28℃,小雨~大雨,80455,86007,Y,0,19.861
6093a6d4e3b5f44c89d7dd98,246,2019/09/05,N,0,12,141691,25℃,28℃,大雨~小雨,77824,81536,Y,0,17.367
6093a6d4e3b5f44c89d7dd99,247,2019/09/06,N,0,12,141691,25℃,31℃,多云,87760,87922,Y,0,25.554
6093a6d4e3b5f44c89d7dd9a,248,2019/09/07,Y,週六,12,141691,25℃,31℃,阴~多云,66582,69555,Y,0,32.662
6093a6d4e3b5f44c89d7dd9b,249,2019/09/08,Y,週日,12,141691,24℃,30℃,小雨~晴,104119,92054,Y,0,44.174
6093a6d4e3b5f44c89d7dd9c,250,2019/09/09,N,0,12,141691,25℃,30℃,多云,93464,83309,Y,0,25.898
6093a6d4e3b5f44c89d7dd9d,251,2019/09/10,N,0,12,141691,25℃,31℃,多云,83326,78086,Y,0,21.819
6093a6d4e3b5f44c89d7dd9e,252,2019/09/11,N,0,12,141691,25℃,31℃,多云,83470,76710,N,0,13.3
6093a6d4e3b5f44c89d7dd9f,253,2019/09/12,N,0,12,141691,25℃,31℃,多云,83600,73659,Y,0,22.498
6093a6d4e3b5f44c89d7dda0,254,2019/09/13,Y,中秋節,12,141691,25℃,31℃,多云,77378,78082,Y,0,18.608
6093a6d4e3b5f44c89d7dda1,255,2019/09/14,Y,週六,12,141691,25℃,30℃,多云~小雨,78071,76782,Y,0,30.3
6093a6d4e3b5f44c89d7dda2,256,2019/09/15,Y,週日,12,141691,25℃,29℃,小雨,79919,82933,Y,0,25.592
6093a6d4e3b5f44c89d7dda3,257,2019/09/16,N,0,12,141691,24℃,29℃,多云~小雨,66666,76345,Y,0,49.963
6093a6d4e3b5f44c89d7dda4,258,2019/09/17,N,0,12,141691,25℃,28℃,阴~小雨,63105,68975,Y,0,44.725
6093a6d4e3b5f44c89d7dda5,259,2019/09/18,N,0,12,141691,24℃,28℃,小雨,66367,69975,Y,0,25.038
6093a6d4e3b5f44c89d7dda6,260,2019/09/19,N,0,12,141691,24℃,27℃,阴~小雨,69597,67545,Y,0,18.21
6093a6d4e3b5f44c89d7dda7,261,2019/09/20,N,0,12,141691,22℃,26℃,大雨,81434,74054,Y,0,18.508
6093a6d4e3b5f44c89d7dda8,262,2019/09/21,Y,週六,12,141691,23℃,26℃,中雨~阴,75692,67155,Y,0,52.8
6093a6d4e3b5f44c89d7dda9,263,2019/09/22,Y,週日,12,141691,22℃,27℃,阴~多云,82965,75143,Y,0,42.125
6093a6d4e3b5f44c89d7ddaa,264,2019/09/23,N,0,12,141691,22℃,26℃,多云,63930,63000,Y,0,31.296
6093a6d4e3b5f44c89d7ddab,265,2019/09/24,N,0,12,141691,22℃,26℃,多云,68602,57105,Y,0,25.926
6093a6d4e3b5f44c89d7ddac,266,2019/09/25,N,0,12,141691,21℃,25℃,多云,73208,66111,Y,0,12.302
6093a6d4e3b5f44c89d7ddad,267,2019/09/26,N,0,12,141691,22℃,25℃,小雨~中雨,77443,70865,Y,0,19.112
6093a6d4e3b5f44c89d7ddae,268,2019/09/27,N,0,12,141691,23℃,25℃,中雨~小雨,68007,69462,Y,0,19.327
6093a6d4e3b5f44c89d7ddaf,269,2019/09/28,Y,教師節,12,141691,23℃,26℃,小雨,65982,61528,Y,0,51.024
6093a6d4e3b5f44c89d7ddb0,270,2019/09/29,Y,週日,12,141691,24℃,27℃,小雨~中雨,84314,87941,Y,0,49.612
6093a6d4e3b5f44c89d7ddb1,271,2019/09/30,N,0,12,141691,23℃,25℃,大暴雨~暴雨,71948,83765,Y,0,50.613
6093a6d4e3b5f44c89d7ddb2,272,2019/10/01,N,0,12,141691,23℃,28℃,多云,65660,77139,Y,0,23.213
6093a6d4e3b5f44c89d7ddb3,273,2019/10/02,N,0,12,141691,23℃,29℃,多云,60577,73920,Y,0,17.81
6093a6d4e3b5f44c89d7ddb4,274,2019/10/03,N,0,12,141691,22℃,27℃,小雨~多云,62788,70924,Y,0,15.302
6093a6d4e3b5f44c89d7ddb5,275,2019/10/04,N,0,12,141691,22℃,27℃,晴,75508,77135,Y,0,23.097
6093a6d4e3b5f44c89d7ddb6,276,2019/10/05,N,0,12,141691,23℃,27℃,多云~小雨,78992,69718,Y,0,39.117
6093a6d4e3b5f44c89d7ddb7,277,2019/10/06,Y,週日,12,141691,22℃,26℃,多云~晴,83161,77532,Y,0,60.229
6093a6d4e3b5f44c89d7ddb8,278,2019/10/07,N,重陽節,12,141691,22℃,27℃,晴~多云,77517,77948,Y,0,8.341
6093a6d4e3b5f44c89d7ddb9,279,2019/10/08,N,0,12,141691,22℃,26℃,多云~小雨,73456,67094,Y,0,20.012
6093a6d4e3b5f44c89d7ddba,280,2019/10/09,N,0,12,141691,21℃,25℃,多云~晴,77187,68240,Y,0,22.698
6093a6d4e3b5f44c89d7ddbb,281,2019/10/10,Y,國慶日/雙十節彈性放假,12,141691,20℃,25℃,晴,76806,64425,Y,0,32.94
6093a6d4e3b5f44c89d7ddbc,282,2019/10/11,Y,雙十節彈性放假,12,141691,21℃,26℃,晴,88328,67952,Y,0,25.861
6093a6d4e3b5f44c89d7ddbd,283,2019/10/12,Y,週六,12,141691,21℃,26℃,多云,86963,64205,Y,0,32.33
6093a6d4e3b5f44c89d7ddbe,284,2019/10/13,Y,週日,12,141691,21℃,25℃,多云,84485,65004,Y,0,37.747
6093a6d4e3b5f44c89d7ddbf,285,2019/10/14,N,0,12,141691,21℃,24℃,多云~小雨,57485,48194,Y,0,26.214
6093a6d4e3b5f44c89d7ddc0,286,2019/10/15,N,0,12,141691,19℃,23℃,小雨,93634,62193,Y,0,29.042
6093a6d4e3b5f44c89d7ddc1,287,2019/10/16,N,0,12,141691,20℃,23℃,阴~小雨,77107,57769,Y,0,22.902
6093a6d4e3b5f44c89d7ddc2,288,2019/10/17,N,0,12,141691,20℃,23℃,阴~多云,70177,63550,Y,0,23.058
6093a6d4e3b5f44c89d7ddc3,289,2019/10/18,N,0,12,141691,20℃,23℃,多云~阴,69355,76965,Y,0,32.764
6093a6d4e3b5f44c89d7ddc4,290,2019/10/19,Y,週六,12,141691,20℃,23℃,小雨,64384,86449,N,0,60.114
6093a6d4e3b5f44c89d7ddc5,291,2019/10/20,Y,週日,12,141691,20℃,23℃,小雨,64848,98764,Y,0,61.795
6093a6d4e3b5f44c89d7ddc6,292,2019/10/21,N,0,12,141691,19℃,23℃,多云,50602,92298,Y,0,27.951
6093a6d4e3b5f44c89d7ddc7,293,2019/10/22,N,0,12,141691,19℃,24℃,多云,51250,93356,Y,0,28.952
6093a6d4e3b5f44c89d7ddc8,294,2019/10/23,N,0,12,141691,19℃,24℃,多云,57170,106845,Y,0,20.004
6093a6d4e3b5f44c89d7ddc9,295,2019/10/24,N,0,12,141691,20℃,23℃,多云,63751,101818,Y,0,24.552
6093a6d4e3b5f44c89d7ddca,296,2019/10/25,N,台灣光復節,12,141691,19℃,24℃,多云,84786,86876,Y,0,20.586
6093a6d4e3b5f44c89d7ddcb,297,2019/10/26,Y,週六,12,141691,19℃,23℃,多云,82812,60131,Y,0,45.124
6093a6d4e3b5f44c89d7ddcc,298,2019/10/27,Y,週日,12,141691,20℃,24℃,多云~小雨,107098,81217,Y,0,34.471
6093a6d4e3b5f44c89d7ddcd,299,2019/10/28,N,0,12,141691,19℃,24℃,小雨,97032,81612,Y,0,20.013
6093a6d4e3b5f44c89d7ddce,300,2019/10/29,N,0,12,141691,19℃,21℃,小雨,85401,73084,Y,0,34.939
6093a6d4e3b5f44c89d7ddcf,301,2019/10/30,N,0,12,141691,21℃,23℃,小雨~大雨,77907,71706,Y,0,21.774
6093a6d4e3b5f44c89d7ddd0,302,2019/10/31,N,0,12,141691,21℃,24℃,中雨~小雨,76337,74649,Y,0,21.441
6093a6d4e3b5f44c89d7ddd1,303,2019/11/01,N,0,12,141691,21℃,24℃,小雨,86856,81395,Y,0,15.121
6093a6d4e3b5f44c89d7ddd2,304,2019/11/02,Y,週六,12,141691,21℃,25℃,多云,88370,77989,Y,0,34.429
6093a6d4e3b5f44c89d7ddd3,305,2019/11/03,Y,週日,12,141691,20℃,23℃,小雨,91885,86727,Y,0,51.845
6093a6d4e3b5f44c89d7ddd4,306,2019/11/04,N,0,12,141691,19℃,22℃,小雨,83009,78456,Y,0,25.853
6093a6d4e3b5f44c89d7ddd5,307,2019/11/05,N,0,12,141691,19℃,21℃,小雨,79694,73608,Y,0,34.047
6093a6d4e3b5f44c89d7ddd6,308,2019/11/06,N,0,12,141691,19℃,23℃,阴~多云,80588,74302,Y,0,27.866
6093a6d4e3b5f44c89d7ddd7,309,2019/11/07,N,0,12,141691,19℃,22℃,小雨,80301,73787,Y,0,17.893
6093a6d4e3b5f44c89d7ddd8,310,2019/11/08,N,0,12,141691,17℃,21℃,小雨,88516,80977,Y,0,28.591
6093a6d4e3b5f44c89d7ddd9,311,2019/11/09,Y,週六,12,141691,16℃,21℃,阴~多云,89682,77897,Y,0,34.979
6093a6d4e3b5f44c89d7ddda,312,2019/11/10,Y,週日,12,141691,16℃,22℃,多云~晴,85407,82700,Y,0,22.892
6093a6d4e3b5f44c89d7dddb,313,2019/11/11,N,0,12,141691,17℃,22℃,晴~多云,74748,77169,Y,0,25.705
6093a6d4e3b5f44c89d7dddc,314,2019/11/12,N,0,12,141691,18℃,23℃,晴,69362,69363,Y,0,34.933
6093a6d4e3b5f44c89d7dddd,315,2019/11/13,N,0,12,141691,18℃,24℃,晴~小雨,69564,68336,Y,0,31.678
6093a6d4e3b5f44c89d7ddde,316,2019/11/14,N,0,12,141691,17℃,20℃,小雨~多云,75457,69482,Y,0,20.124
6093a6d4e3b5f44c89d7dddf,317,2019/11/15,N,0,12,141691,18℃,22℃,多云~晴,82678,75392,Y,0,24.866
6093a6d4e3b5f44c89d7dde0,318,2019/11/16,Y,週六,12,141691,19℃,24℃,晴~小雨,77890,69181,Y,0,41.826
6093a6d4e3b5f44c89d7dde1,319,2019/11/17,Y,週日,12,141691,20℃,25℃,晴~多云,81373,82595,Y,0,50.731
6093a6d4e3b5f44c89d7dde2,320,2019/11/18,N,0,12,141691,16℃,22℃,小雨,70997,77576,N,0,28.522
6093a6d4e3b5f44c89d7dde3,321,2019/11/19,N,0,12,141691,16℃,19℃,小雨,70298,77630,Y,0,30.952
6093a6d4e3b5f44c89d7dde4,322,2019/11/20,N,0,12,141691,17℃,20℃,小雨,65893,70015,Y,0,13.694
6093a6d4e3b5f44c89d7dde5,323,2019/11/21,N,0,12,141691,20℃,22℃,小雨,70763,74775,Y,0,29.379
6093a6d4e3b5f44c89d7dde6,324,2019/11/22,N,0,12,141691,19℃,23℃,小雨~阴,81966,79357,Y,0,24.428
6093a6d4e3b5f44c89d7dde7,325,2019/11/23,Y,週六,12,141691,19℃,24℃,阴,82371,77138,Y,0,40.087
6093a6d4e3b5f44c89d7dde8,326,2019/11/24,Y,週日,12,141691,19℃,23℃,多云~小雨,84114,83480,Y,0,40.655
6093a6d4e3b5f44c89d7dde9,327,2019/11/25,N,0,12,141691,17℃,21℃,小雨,75306,78768,Y,0,25.691
6093a6d4e3b5f44c89d7ddea,328,2019/11/26,N,0,12,141691,18℃,20℃,小雨,72820,76074,Y,0,25.157
6093a6d4e3b5f44c89d7ddeb,329,2019/11/27,N,0,12,141691,16℃,20℃,小雨,71299,73932,Y,0,20.943
6093a6d4e3b5f44c89d7ddec,330,2019/11/28,N,0,12,141691,14℃,17℃,小雨,77201,76060,Y,0,21.975
6093a6d4e3b5f44c89d7dded,331,2019/11/29,N,0,12,141691,17℃,21℃,小雨,88520,84240,Y,0,15.251
6093a6d4e3b5f44c89d7ddee,332,2019/11/30,Y,週六,12,141691,19℃,22℃,小雨~晴,83927,77849,Y,0,39.439
6093a6d4e3b5f44c89d7ddef,333,2019/12/01,Y,週日,12,141691,16℃,23℃,多云~小雨,86392,88211,Y,0,40.427
6093a6d4e3b5f44c89d7ddf0,334,2019/12/02,N,0,12,141691,13℃,17℃,小雨~阴,77125,79347,Y,0,25.994
6093a6d4e3b5f44c89d7ddf1,335,2019/12/03,N,0,12,141691,14℃,18℃,小雨,75353,72861,Y,0,17.161
6093a6d4e3b5f44c89d7ddf2,336,2019/12/04,N,0,12,141691,16℃,18℃,小雨~中雨,75618,72556,Y,0,14.029
6093a6d4e3b5f44c89d7ddf3,337,2019/12/05,N,0,12,141691,16℃,17℃,大雨,78332,74395,Y,0,22.242
6093a6d4e3b5f44c89d7ddf4,338,2019/12/06,N,0,12,141691,14℃,17℃,大雨~中雨,85121,78904,Y,0,33.065
6093a6d4e3b5f44c89d7ddf5,339,2019/12/07,Y,週六,12,141691,13℃,16℃,小雨~多云,83730,74585,Y,0,44.479
6093a6d4e3b5f44c89d7ddf6,340,2019/12/08,Y,週日,12,141691,14℃,18℃,多云,86251,85453,Y,0,51.936
6093a6d4e3b5f44c89d7ddf7,341,2019/12/09,N,0,12,141691,16℃,20℃,多云,77447,77493,Y,0,25.087
6093a6d4e3b5f44c89d7ddf8,342,2019/12/10,N,0,12,141691,17℃,22℃,多云,71013,70329,Y,0,35.384
6093a6d4e3b5f44c89d7ddf9,343,2019/12/11,N,0,12,141691,16℃,21℃,多云,71640,70628,Y,0,26.508
6093a6d4e3b5f44c89d7ddfa,344,2019/12/12,N,0,12,141691,16℃,19℃,多云~晴,73259,72153,Y,0,20.589
6093a6d4e3b5f44c89d7ddfb,345,2019/12/13,N,0,12,141691,17℃,22℃,多云,82371,77526,Y,0,22.198
6093a6d4e3b5f44c89d7ddfc,346,2019/12/14,Y,週六,12,141691,17℃,22℃,小雨~多云,81425,72806,Y,0,48.436
6093a6d4e3b5f44c89d7ddfd,347,2019/12/15,Y,週日,12,141691,17℃,23℃,晴,81873,83733,Y,0,35.864
6093a6d4e3b5f44c89d7ddfe,348,2019/12/16,N,0,12,141691,17℃,23℃,晴,72038,72647,Y,0,37.364
6093a6d4e3b5f44c89d7ddff,349,2019/12/17,N,0,12,141691,19℃,24℃,晴~多云,73232,66297,Y,0,23.557
6093a6d4e3b5f44c89d7de00,350,2019/12/18,N,0,12,141691,19℃,21℃,小雨,71311,71099,Y,0,17.351
6093a6d4e3b5f44c89d7de01,351,2019/12/19,N,0,12,141691,17℃,20℃,小雨,72431,68699,Y,0,20.311
6093a6d4e3b5f44c89d7de02,352,2019/12/20,N,0,12,141691,17℃,20℃,小雨~中雨,82408,76155,Y,0,19.998
6093a6d4e3b5f44c89d7de03,353,2019/12/21,Y,週六,12,141691,18℃,22℃,阴,76422,69892,Y,0,38.078
6093a6d4e3b5f44c89d7de04,354,2019/12/22,Y,週日,12,141691,17℃,20℃,小雨,78996,83038,Y,0,39.301
6093a6d4e3b5f44c89d7de05,355,2019/12/23,N,0,12,141691,17℃,20℃,多云,72622,76018,Y,0,21.382
6093a6d4e3b5f44c89d7de06,356,2019/12/24,N,0,12,141691,18℃,21℃,多云~阴,68734,71975,Y,0,30.848
6093a6d4e3b5f44c89d7de07,357,2019/12/25,N,行憲紀念日,12,141691,18℃,22℃,多云~小雨,67410,68925,Y,0,11.939
6093a6d4e3b5f44c89d7de08,358,2019/12/26,N,0,12,141691,15℃,21℃,多云~小雨,71872,71838,Y,0,20.585
6093a6d4e3b5f44c89d7de09,359,2019/12/27,N,0,12,141691,15℃,19℃,小雨,82841,76669,Y,0,21.24
6093a6d4e3b5f44c89d7de0a,360,2019/12/28,Y,週六,12,141691,19℃,22℃,小雨,80891,72259,Y,0,39.368
